report_date,new_in_pt,new_in_pt_avg,in_pt,in_pt_avg,icu,icu_avg,vent,vent_avg,discharge,new_discharge
2020-04-22,44,48.857142857142854,685,700.7142857142857,185,181.57142857142858,133,139.85714285714286,NA,NA
2020-04-23,36,47,694,701.7142857142857,170,180.28571428571428,123,135.28571428571428,NA,NA
2020-04-24,44,44.857142857142854,701,704.1428571428571,168,179.57142857142858,114,131,NA,NA
2020-04-25,45,45.142857142857146,652,699.7142857142857,159,177.14285714285714,118,128.42857142857142,1082,48
2020-04-26,42,43.57142857142857,652,698.7142857142857,162,175.28571428571428,115,125,1117,15
2020-04-27,45,43.285714285714285,690,689.1428571428571,154,169.28571428571428,109,120.28571428571429,1167,50
2020-04-28,38,42,678,678.8571428571429,159,165.28571428571428,113,117.85714285714286,1209,42
2020-04-29,45,42.142857142857146,702,681.2857142857143,160,161.71428571428572,121,116.14285714285714,1260,51
2020-04-30,57,45.142857142857146,685,680,164,160.85714285714286,117,115.28571428571429,1320,60
2020-05-01,49,45.857142857142854,654,673.2857142857143,164,160.28571428571428,112,115,NA,NA
2020-05-02,34,44.285714285714285,656,673.8571428571429,178,163,118,115,NA,NA
2020-05-03,36,43.42857142857143,660,675,158,162.42857142857142,117,115.28571428571429,1422,24
2020-05-04,38,42.42857142857143,653,669.7142857142857,164,163.85714285714286,110,115.42857142857143,1463,41
2020-05-05,36,42.142857142857146,673,669,158,163.71428571428572,117,116,1508,45
2020-05-06,34,40.57142857142857,630,658.7142857142857,145,161.57142857142858,118,115.57142857142857,1553,45
2020-05-07,31,36.857142857142854,596,646,147,159.14285714285714,106,114,1609,56
2020-05-08,28,33.857142857142854,506,624.8571428571429,133,154.71428571428572,104,112.85714285714286,NA,NA
2020-05-09,17,31.428571428571427,540,608.2857142857143,138,149,108,111.42857142857143,1663,15
2020-05-10,22,29.428571428571427,505,586.1428571428571,140,146.42857142857142,111,110.57142857142857,1674,11
2020-05-11,34,28.857142857142858,492,563.1428571428571,131,141.71428571428572,98,108.85714285714286,1711,37
2020-05-12,34,28.571428571428573,531,542.8571428571429,137,138.71428571428572,94,105.57142857142857,1745,34
2020-05-13,25,27.285714285714285,513,526.1428571428571,125,135.85714285714286,93,102,1784,39
2020-05-14,28,26.857142857142858,488,510.7142857142857,121,132.14285714285714,84,98.85714285714286,1827,43
2020-05-15,30,27.142857142857142,464,504.7142857142857,120,130.28571428571428,88,96.57142857142857,1864,37
2020-05-16,30,29,456,492.7142857142857,122,128,84,93.14285714285714,1880,16
2020-05-17,26,29.571428571428573,467,487.2857142857143,121,125.28571428571429,75,88,1892,12
2020-05-18,31,29.142857142857142,487,486.57142857142856,109,122.14285714285714,76,84.85714285714286,1924,32
2020-05-19,20,27.142857142857142,455,475.7142857142857,98,116.57142857142857,70,81.42857142857143,1958,34
2020-05-20,27,27.428571428571427,436,464.7142857142857,103,113.42857142857143,69,78,1996,38
2020-05-21,28,27.428571428571427,448,459,94,109.57142857142857,75,76.71428571428571,2030,34
2020-05-22,20,26,430,454.14285714285717,102,107,74,74.71428571428571,2075,45
2020-05-23,21,24.714285714285715,408,447.2857142857143,100,103.85714285714286,65,72,2088,13
2020-05-24,13,22.857142857142858,413,439.57142857142856,110,102.28571428571429,71,71.42857142857143,2105,17
2020-05-25,20,21.285714285714285,395,426.42857142857144,97,100.57142857142857,65,69.85714285714286,2123,18
2020-05-26,25,22,415,420.7142857142857,86,98.85714285714286,62,68.71428571428571,2157,34
2020-05-27,28,22.142857142857142,395,414.85714285714283,91,97.14285714285714,63,67.85714285714286,2201,44
2020-05-28,20,21,398,407.7142857142857,87,96.14285714285714,57,65.28571428571429,2233,32
2020-05-29,20,21,363,398.14285714285717,97,95.42857142857143,59,63.142857142857146,2269,36
2020-05-30,16,20.285714285714285,321,385.7142857142857,75,91.85714285714286,47,60.57142857142857,2282,13
2020-05-31,18,21,321,372.57142857142856,87,88.57142857142857,50,57.57142857142857,2287,5
2020-06-01,20,21,331,363.42857142857144,78,85.85714285714286,53,55.857142857142854,2314,27
2020-06-02,25,21,348,353.85714285714283,68,83.28571428571429,46,53.57142857142857,2342,28
2020-06-03,16,19.285714285714285,341,346.14285714285717,74,80.85714285714286,51,51.857142857142854,2372,30
2020-06-04,24,19.857142857142858,307,333.14285714285717,72,78.71428571428571,43,49.857142857142854,2394,22
2020-06-05,3,17.428571428571427,316,326.42857142857144,68,74.57142857142857,43,47.57142857142857,2426,32
2020-06-06,15,17.285714285714285,309,324.7142857142857,73,74.28571428571429,41,46.714285714285715,2445,19
2020-06-07,18,17.285714285714285,295,321,75,72.57142857142857,44,45.857142857142854,2456,11
2020-06-08,18,17,279,313.57142857142856,71,71.57142857142857,37,43.57142857142857,2481,25
2020-06-09,16,15.714285714285714,242,298.42857142857144,62,70.71428571428571,34,41.857142857142854,2493,12
2020-06-10,14,15.428571428571429,271,288.42857142857144,62,69,37,39.857142857142854,2513,20
2020-06-11,24,15.428571428571429,262,282,62,67.57142857142857,33,38.42857142857143,2530,17
2020-06-12,16,17.285714285714285,258,273.7142857142857,57,66,29,36.42857142857143,2563,33
2020-06-13,6,16,235,263.14285714285717,61,64.28571428571429,35,35.57142857142857,2572,9
2020-06-14,10,14.857142857142858,241,255.42857142857142,66,63,39,34.857142857142854,2581,9
2020-06-15,17,14.714285714285714,246,250.71428571428572,66,62.285714285714285,42,35.57142857142857,2602,21
2020-06-16,14,14.428571428571429,250,251.85714285714286,59,61.857142857142854,34,35.57142857142857,2629,27
2020-06-17,19,15.142857142857142,232,246.28571428571428,57,61.142857142857146,31,34.714285714285715,2652,23
2020-06-18,18,14.285714285714286,241,243.28571428571428,62,61.142857142857146,31,34.42857142857143,2674,22
2020-06-19,17,14.428571428571429,222,238.14285714285714,52,60.42857142857143,31,34.714285714285715,2689,15
2020-06-20,14,15.571428571428571,227,237,48,58.57142857142857,27,33.57142857142857,2704,15
2020-06-21,17,16.571428571428573,228,235.14285714285714,45,55.57142857142857,27,31.857142857142858,2715,11
2020-06-22,28,18.142857142857142,234,233.42857142857142,50,53.285714285714285,32,30.428571428571427,2744,29
2020-06-23,17,18.571428571428573,245,232.71428571428572,49,51.857142857142854,27,29.428571428571427,2763,19
2020-06-24,13,17.714285714285715,247,234.85714285714286,53,51.285714285714285,27,28.857142857142858,2793,30
2020-06-25,17,17.571428571428573,216,231.28571428571428,49,49.42857142857143,25,28,2816,23
2020-06-26,13,17,212,229.85714285714286,49,49,33,28.285714285714285,2839,23
2020-06-27,16,17.285714285714285,212,227.71428571428572,47,48.857142857142854,30,28.714285714285715,2854,15
2020-06-28,28,18.857142857142858,229,227.85714285714286,44,48.714285714285715,30,29.142857142857142,2868,14
2020-06-29,21,17.857142857142858,255,230.85714285714286,44,47.857142857142854,25,28.142857142857142,2891,23
2020-06-30,10,16.857142857142858,237,229.71428571428572,49,47.857142857142854,26,28,2905,14
2020-07-01,24,18.428571428571427,247,229.71428571428572,51,47.57142857142857,27,28,2925,20
2020-07-02,23,19.285714285714285,258,235.71428571428572,54,48.285714285714285,28,28.428571428571427,2946,21
2020-07-03,28,21.428571428571427,266,243.42857142857142,52,48.714285714285715,27,27.571428571428573,2974,28
2020-07-04,16,21.428571428571427,241,247.57142857142858,51,49.285714285714285,25,26.857142857142858,2989,15
2020-07-05,19,20.142857142857142,254,251.14285714285714,63,52,32,27.142857142857142,3002,13
2020-07-06,33,21.857142857142858,273,253.71428571428572,49,52.714285714285715,26,27.285714285714285,3024,22
2020-07-07,17,22.857142857142858,315,264.85714285714283,56,53.714285714285715,27,27.428571428571427,3053,29
2020-07-08,32,24,310,273.85714285714283,47,53.142857142857146,30,27.857142857142858,3090,37
2020-07-09,36,25.857142857142858,279,276.85714285714283,53,53,31,28.285714285714285,3127,37
2020-07-10,38,27.285714285714285,344,288,63,54.57142857142857,30,28.714285714285715,3159,32
2020-07-11,28,29,340,302.14285714285717,51,54.57142857142857,23,28.428571428571427,3183,24
2020-07-12,27,30.142857142857142,321,311.7142857142857,61,54.285714285714285,29,28,3202,19
2020-07-13,36,30.571428571428573,307,316.57142857142856,59,55.714285714285715,29,28.428571428571427,3223,21
2020-07-14,35,33.142857142857146,360,323,72,58,36,29.714285714285715,3255,32
2020-07-15,39,34.142857142857146,363,330.57142857142856,68,61,35,30.428571428571427,3287,32
2020-07-16,30,33.285714285714285,357,341.7142857142857,68,63.142857142857146,29,30.142857142857142,3337,50
2020-07-17,38,33.285714285714285,344,341.7142857142857,71,64.28571428571429,31,30.285714285714285,3374,37
2020-07-18,41,35.142857142857146,356,344,67,66.57142857142857,30,31.285714285714285,3409,35
2020-07-19,36,36.42857142857143,365,350.2857142857143,72,68.14285714285714,33,31.857142857142858,3429,20
2020-07-20,46,37.857142857142854,436,368.7142857142857,73,70.14285714285714,36,32.857142857142854,3470,41
2020-07-21,35,37.857142857142854,402,374.7142857142857,72,70.14285714285714,37,33,3511,41
2020-07-22,39,37.857142857142854,427,383.85714285714283,71,70.57142857142857,37,33.285714285714285,3565,54
2020-07-23,41,39.42857142857143,350,382.85714285714283,69,70.71428571428571,40,34.857142857142854,3609,44
2020-07-24,36,39.142857142857146,325,380.14285714285717,71,70.71428571428571,33,35.142857142857146,3647,38
2020-07-25,24,36.714285714285715,335,377.14285714285717,70,71.14285714285714,37,36.142857142857146,3670,23
2020-07-26,34,36.42857142857143,337,373.14285714285717,79,72.14285714285714,36,36.57142857142857,3698,28
2020-07-27,40,35.57142857142857,347,360.42857142857144,74,72.28571428571429,36,36.57142857142857,3746,48
2020-07-28,38,36,341,351.7142857142857,74,72.57142857142857,34,36.142857142857146,3789,43
2020-07-29,41,36.285714285714285,340,339.2857142857143,77,73.42857142857143,39,36.42857142857143,3838,49
2020-07-30,50,37.57142857142857,316,334.42857142857144,76,74.42857142857143,35,35.714285714285715,3878,41
2020-07-31,35,37.42857142857143,354,338.57142857142856,82,76,39,36.57142857142857,3921,42
2020-08-01,32,38.57142857142857,367,343.14285714285717,82,77.71428571428571,41,37.142857142857146,3942,21
2020-08-02,47,40.42857142857143,405,352.85714285714283,97,80.28571428571429,50,39.142857142857146,3982,20
2020-08-03,33,39.42857142857143,469,370.2857142857143,91,82.71428571428571,42,40,4023,41
2020-08-04,36,39.142857142857146,464,387.85714285714283,97,86,50,42.285714285714285,4063,40
2020-08-05,34,38.142857142857146,417,398.85714285714283,84,87,43,42.857142857142854,4123,60
2020-08-06,39,36.57142857142857,398,410.57142857142856,84,88.14285714285714,47,44.57142857142857,4163,40
2020-08-07,32,36.142857142857146,427,421,99,90.57142857142857,50,46.142857142857146,4205,42
2020-08-08,37,36.857142857142854,407,426.7142857142857,83,90.71428571428571,48,47.142857142857146,4244,39
2020-08-09,38,35.57142857142857,419,428.7142857142857,95,90.42857142857143,55,47.857142857142854,4269,25
2020-08-10,31,35.285714285714285,411,420.42857142857144,93,90.71428571428571,52,49.285714285714285,4315,46
2020-08-11,29,34.285714285714285,435,416.2857142857143,88,89.42857142857143,54,49.857142857142854,4366,51
2020-08-12,52,36.857142857142854,409,415.14285714285717,88,90,55,51.57142857142857,4403,37
2020-08-13,33,36,426,419.14285714285717,104,92.85714285714286,62,53.714285714285715,4433,30
2020-08-14,40,37.142857142857146,422,418.42857142857144,96,92.42857142857143,60,55.142857142857146,4488,55
2020-08-15,28,35.857142857142854,409,418.7142857142857,90,93.42857142857143,55,56.142857142857146,4521,33
2020-08-16,27,34.285714285714285,397,415.57142857142856,95,93.42857142857143,49,55.285714285714285,4550,29
2020-08-17,38,35.285714285714285,385,411.85714285714283,89,92.85714285714286,48,54.714285714285715,4592,42
2020-08-18,35,36.142857142857146,392,405.7142857142857,98,94.28571428571429,51,54.285714285714285,4651,59
2020-08-19,38,34.142857142857146,382,401.85714285714283,88,94.28571428571429,48,53.285714285714285,4707,56
2020-08-20,40,35.142857142857146,370,393.85714285714283,87,91.85714285714286,51,51.714285714285715,4742,35
2020-08-21,39,35,381,388,96,91.85714285714286,57,51.285714285714285,4786,44
2020-08-22,44,37.285714285714285,341,378.2857142857143,77,90,51,50.714285714285715,4813,27
2020-08-23,42,39.42857142857143,370,374.42857142857144,78,87.57142857142857,48,50.57142857142857,4837,28
2020-08-24,66,43.42857142857143,379,373.57142857142856,89,87.57142857142857,50,50.857142857142854,4886,49
2020-08-25,40,44.142857142857146,392,373.57142857142856,91,86.57142857142857,51,50.857142857142854,4927,41
2020-08-26,33,43.42857142857143,423,379.42857142857144,103,88.71428571428571,52,51.42857142857143,4970,43
2020-08-27,49,44.714285714285715,419,386.42857142857144,106,91.42857142857143,56,52.142857142857146,5017,47
2020-08-28,47,45.857142857142854,389,387.57142857142856,110,93.42857142857143,64,53.142857142857146,5068,51
2020-08-29,42,45.57142857142857,386,394,97,96.28571428571429,58,54.142857142857146,5098,30
2020-08-30,33,44.285714285714285,401,398.42857142857144,110,100.85714285714286,63,56.285714285714285,5134,36
2020-08-31,43,41,377,398.14285714285717,99,102.28571428571429,56,57.142857142857146,5176,42
2020-09-01,43,41.42857142857143,408,400.42857142857144,95,102.85714285714286,59,58.285714285714285,5231,55
2020-09-02,43,42.857142857142854,397,396.7142857142857,96,101.85714285714286,54,58.57142857142857,5273,42
2020-09-03,29,40,402,394.2857142857143,99,100.85714285714286,57,58.714285714285715,5311,38
2020-09-04,32,37.857142857142854,401,396,105,100.14285714285714,66,59,5369,58
2020-09-05,33,36.57142857142857,374,394.2857142857143,92,99.42857142857143,61,59.42857142857143,5407,37
2020-09-06,31,36.285714285714285,339,385.42857142857144,96,97.42857142857143,59,58.857142857142854,5426,19
2020-09-07,42,36.142857142857146,389,387.14285714285717,95,96.85714285714286,65,60.142857142857146,5453,27
2020-09-08,29,34.142857142857146,367,381.2857142857143,91,96.28571428571429,58,60,5486,33
2020-09-09,29,32.142857142857146,396,381.14285714285717,100,96.85714285714286,65,61.57142857142857,5540,54
2020-09-10,47,34.714285714285715,357,374.7142857142857,99,96.85714285714286,62,62.285714285714285,5587,47
2020-09-11,39,35.714285714285715,372,370.57142857142856,96,95.57142857142857,54,60.57142857142857,5634,47
2020-09-12,29,35.142857142857146,382,371.7142857142857,97,96.28571428571429,53,59.42857142857143,5671,37
2020-09-13,30,35,367,375.7142857142857,91,95.57142857142857,53,58.57142857142857,5702,24
2020-09-14,33,33.714285714285715,377,374,98,96,55,57.142857142857146,5752,50
2020-09-15,39,35.142857142857146,354,372.14285714285717,87,95.42857142857143,50,56,5795,43
2020-09-16,38,36.42857142857143,352,365.85714285714283,85,93.28571428571429,52,54.142857142857146,5841,56
2020-09-17,29,33.857142857142854,392,370.85714285714283,90,92,57,53.42857142857143,5877,36
2020-09-18,27,32.142857142857146,404,375.42857142857144,91,91.28571428571429,57,53.857142857142854,5904,27
2020-09-19,25,31.571428571428573,356,371.7142857142857,86,89.71428571428571,54,54,5927,23
2020-09-20,32,31.857142857142858,353,369.7142857142857,81,88.28571428571429,48,53.285714285714285,5947,20
2020-09-21,38,32.57142857142857,362,367.57142857142856,88,86.85714285714286,49,52.42857142857143,5984,37
2020-09-22,43,33.142857142857146,374,370.42857142857144,92,87.57142857142857,54,53,6017,33
2020-09-23,39,33.285714285714285,388,375.57142857142856,84,87.42857142857143,51,52.857142857142854,6065,48
2020-09-24,40,34.857142857142854,415,378.85714285714283,105,89.57142857142857,58,53,6119,54
2020-09-25,33,35.714285714285715,410,379.7142857142857,103,91.28571428571429,63,53.857142857142854,6166,47
2020-09-26,33,36.857142857142854,357,379.85714285714283,99,93.14285714285714,59,54.57142857142857,6200,34
2020-09-27,37,37.57142857142857,374,382.85714285714283,99,95.71428571428571,61,56.42857142857143,6229,29
2020-09-28,42,38.142857142857146,382,385.7142857142857,101,97.57142857142857,58,57.714285714285715,6275,46
2020-09-29,41,37.857142857142854,369,385,88,97,56,58,6313,38
2020-09-30,47,39,373,382.85714285714283,88,97.57142857142857,54,58.42857142857143,6362,49
2020-10-01,21,36.285714285714285,376,377.2857142857143,92,95.71428571428571,56,58.142857142857146,6414,52
2020-10-02,27,35.42857142857143,341,367.42857142857144,89,93.71428571428571,52,56.57142857142857,6467,53
2020-10-03,23,34,322,362.42857142857144,95,93.14285714285714,54,55.857142857142854,6499,32
2020-10-04,43,34.857142857142854,302,352.14285714285717,87,91.42857142857143,58,55.42857142857143,6519,20
2020-10-05,40,34.57142857142857,353,348,91,90,60,55.714285714285715,6556,37
2020-10-06,42,34.714285714285715,341,344,92,90.57142857142857,55,55.57142857142857,6589,33
2020-10-07,51,35.285714285714285,364,342.7142857142857,93,91.28571428571429,52,55.285714285714285,6628,39
2020-10-08,37,37.57142857142857,367,341.42857142857144,98,92.14285714285714,53,54.857142857142854,6664,36
2020-10-09,41,39.57142857142857,390,348.42857142857144,87,91.85714285714286,45,53.857142857142854,6706,42
2020-10-10,30,40.57142857142857,387,357.7142857142857,81,89.85714285714286,46,52.714285714285715,6742,36
2020-10-11,44,40.714285714285715,393,370.7142857142857,90,90.28571428571429,49,51.42857142857143,6768,26
2020-10-12,64,44.142857142857146,371,373.2857142857143,85,89.42857142857143,42,48.857142857142854,6816,44
2020-10-13,36,43.285714285714285,374,378,85,88.42857142857143,45,47.42857142857143,6862,46
2020-10-14,49,43,394,382.2857142857143,82,86.85714285714286,43,46.142857142857146,6916,54
2020-10-15,55,45.57142857142857,415,389.14285714285717,92,86,47,45.285714285714285,6980,64
2020-10-16,46,46.285714285714285,389,389,90,86.42857142857143,48,45.714285714285715,7035,55
2020-10-17,42,48,399,390.7142857142857,92,88,45,45.57142857142857,7077,42
2020-10-18,42,47.714285714285715,407,392.7142857142857,92,88.28571428571429,45,45,7103,26
2020-10-19,58,46.857142857142854,432,401.42857142857144,101,90.57142857142857,45,45.42857142857143,7158,55
2020-10-20,57,49.857142857142854,425,408.7142857142857,101,92.85714285714286,52,46.42857142857143,7200,42
2020-10-21,41,48.714285714285715,476,420.42857142857144,105,96.14285714285714,53,47.857142857142854,7276,76
2020-10-22,66,50.285714285714285,465,427.57142857142856,111,98.85714285714286,56,49.142857142857146,7335,59
2020-10-23,52,51.142857142857146,463,438.14285714285717,113,102.14285714285714,56,50.285714285714285,7402,67
2020-10-24,48,52,458,446.57142857142856,109,104.57142857142857,57,52,7450,48
2020-10-25,56,54,432,450.14285714285717,117,108.14285714285714,57,53.714285714285715,7474,24
2020-10-26,72,56,458,453.85714285714283,114,110,57,55.42857142857143,7533,59
2020-10-27,54,55.57142857142857,468,460,101,110,48,54.857142857142854,7587,54
2020-10-28,69,59.57142857142857,513,465.2857142857143,107,110.28571428571429,59,55.714285714285715,7657,70
2020-10-29,58,58.42857142857143,496,469.7142857142857,108,109.85714285714286,58,56,7714,57
2020-10-30,61,59.714285714285715,515,477.14285714285717,119,110.71428571428571,65,57.285714285714285,7784,70
2020-10-31,55,60.714285714285715,483,480.7142857142857,115,111.57142857142857,62,58,7837,53
2020-11-01,74,63.285714285714285,501,490.57142857142856,125,112.71428571428571,63,58.857142857142854,7866,29
2020-11-02,69,62.857142857142854,543,502.7142857142857,122,113.85714285714286,64,59.857142857142854,7945,79
2020-11-03,94,68.57142857142857,553,514.8571428571429,124,117.14285714285714,64,62.142857142857146,8019,74
2020-11-04,97,72.57142857142857,588,525.5714285714286,125,119.71428571428571,69,63.57142857142857,8085,66
2020-11-05,99,78.42857142857143,610,541.8571428571429,127,122.42857142857143,71,65.42857142857143,8175,90
2020-11-06,89,82.42857142857143,651,561.2857142857143,132,124.28571428571429,67,65.71428571428571,8275,100
2020-11-07,82,86.28571428571429,649,585,133,126.85714285714286,74,67.42857142857143,8336,61
2020-11-08,116,92.28571428571429,691,612.1428571428571,137,128.57142857142858,70,68.42857142857143,8386,50
2020-11-09,124,100.14285714285714,753,642.1428571428571,150,132.57142857142858,71,69.42857142857143,8485,99
2020-11-10,121,104,792,676.2857142857143,150,136.28571428571428,84,72.28571428571429,8594,109
2020-11-11,133,109.14285714285714,787,704.7142857142857,151,140,87,74.85714285714286,8703,109
2020-11-12,128,113.28571428571429,846,738.4285714285714,160,144.71428571428572,96,78.42857142857143,8819,116
2020-11-13,111,116.42857142857143,868,769.4285714285714,149,147.14285714285714,88,81.42857142857143,8952,133
2020-11-14,116,121.28571428571429,822,794.1428571428571,163,151.42857142857142,91,83.85714285714286,9040,88
2020-11-15,148,125.85714285714286,837,815,172,156.42857142857142,94,87.28571428571429,9105,65
2020-11-16,142,128.42857142857142,897,835.5714285714286,169,159.14285714285714,93,90.42857142857143,9245,140
2020-11-17,154,133.14285714285714,928,855,170,162,96,92.14285714285714,9373,128
2020-11-18,149,135.42857142857142,981,882.7142857142857,184,166.71428571428572,97,93.57142857142857,9509,136
2020-11-19,155,139.28571428571428,999,904.5714285714286,170,168.14285714285714,93,93.14285714285714,9638,129
2020-11-20,120,140.57142857142858,1029,927.5714285714286,178,172.28571428571428,97,94.42857142857143,9779,141
2020-11-21,110,139.71428571428572,980,950.1428571428571,177,174.28571428571428,94,94.85714285714286,9898,119
2020-11-22,109,134.14285714285714,961,967.8571428571429,181,175.57142857142858,95,95,9983,85
2020-11-23,147,134.85714285714286,1034,987.4285714285714,185,177.85714285714286,99,95.85714285714286,10124,141
2020-11-24,146,133.71428571428572,1033,1002.4285714285714,195,181.42857142857142,106,97.28571428571429,10272,148
2020-11-25,110,128.14285714285714,1019,1007.8571428571429,201,183.85714285714286,122,100.85714285714286,10426,154
2020-11-26,89,118.71428571428571,980,1005.1428571428571,206,189,133,106.57142857142857,10500,74
2020-11-27,125,119.42857142857143,956,994.7142857142857,196,191.57142857142858,126,110.71428571428571,10608,108
2020-11-28,107,119,983,995.1428571428571,202,195.14285714285714,128,115.57142857142857,10711,103
2020-11-29,120,120.57142857142857,994,999.8571428571429,213,199.71428571428572,129,120.42857142857143,10819,108
2020-11-30,121,116.85714285714286,1057,1003.1428571428571,213,203.71428571428572,130,124.85714285714286,10950,131
2020-12-01,113,112.14285714285714,1061,1007.1428571428571,215,206.57142857142858,129,128.14285714285714,11095,145
2020-12-02,115,112.85714285714286,1023,1007.7142857142857,206,207.28571428571428,134,129.85714285714286,11259,164
2020-12-03,132,119,997,1010.1428571428571,197,206,133,129.85714285714286,11395,136
2020-12-04,115,117.57142857142857,988,1014.7142857142857,192,205.42857142857142,134,131,11514,119
2020-12-05,98,116.28571428571429,975,1013.5714285714286,200,205.14285714285714,125,130.57142857142858,11604,90
2020-12-06,108,114.57142857142857,939,1005.7142857142857,207,204.28571428571428,119,129.14285714285714,11668,64
2020-12-07,150,118.71428571428571,974,993.8571428571429,202,202.71428571428572,124,128.28571428571428,11814,146
2020-12-08,110,118.28571428571429,1019,987.8571428571429,203,201,123,127.42857142857143,11976,162
2020-12-09,136,121.28571428571429,963,979.2857142857143,198,199.85714285714286,128,126.57142857142857,12106,130
2020-12-10,121,119.71428571428571,991,978.4285714285714,201,200.42857142857142,129,126,12252,146
2020-12-11,118,120.14285714285714,966,975.2857142857143,202,201.85714285714286,128,125.14285714285714,12408,156
2020-12-12,102,120.71428571428571,957,972.7142857142857,204,202.42857142857142,130,125.85714285714286,12500,92
2020-12-13,101,119.71428571428571,958,975.4285714285714,210,202.85714285714286,125,126.71428571428571,12565,65
2020-12-14,130,116.85714285714286,984,976.8571428571429,197,202.14285714285714,125,126.85714285714286,12706,141
2020-12-15,121,118.42857142857143,1011,975.7142857142857,190,200.28571428571428,116,125.85714285714286,12836,130
2020-12-16,118,115.85714285714286,1003,981.4285714285714,182,198,114,123.85714285714286,12942,106
2020-12-17,124,116.28571428571429,977,979.4285714285714,181,195.14285714285714,116,122,13092,150
2020-12-18,105,114.42857142857143,929,974.1428571428571,183,192.42857142857142,113,119.85714285714286,13241,149
2020-12-19,108,115.28571428571429,905,966.7142857142857,185,189.71428571428572,119,118.28571428571429,13347,106
2020-12-20,121,118.14285714285714,944,964.7142857142857,191,187,123,118,13432,85
2020-12-21,132,118.42857142857143,946,959.2857142857143,196,186.85714285714286,119,117.14285714285714,13575,143
2020-12-22,105,116.14285714285714,962,952.2857142857143,196,187.71428571428572,120,117.71428571428571,13715,140
2020-12-23,119,116.28571428571429,946,944.1428571428571,193,189.28571428571428,121,118.71428571428571,13860,145
2020-12-24,94,112,929,937.2857142857143,183,189.57142857142858,113,118.28571428571429,13996,136
2020-12-25,75,107.71428571428571,875,929.5714285714286,176,188.57142857142858,112,118.14285714285714,14054,58
2020-12-26,115,108.71428571428571,865,923.8571428571429,179,187.71428571428572,119,118.14285714285714,14145,91
2020-12-27,114,107.71428571428571,879,914.5714285714286,189,187.42857142857142,124,118.28571428571429,14203,58
2020-12-28,99,103,951,915.2857142857143,184,185.71428571428572,113,117.42857142857143,14322,119
2020-12-29,99,102.14285714285714,943,912.5714285714286,187,184.42857142857142,116,116.85714285714286,14462,140
2020-12-30,110,100.85714285714286,900,906,186,183.42857142857142,117,116.28571428571429,14603,141
2020-12-31,78,98.57142857142857,859,896,191,184.57142857142858,110,115.85714285714286,14735,132
2021-01-01,100,102.14285714285714,805,886,191,186.71428571428572,115,116.28571428571429,14822,87
2021-01-02,116,102.28571428571429,797,876.2857142857143,181,187,108,114.71428571428571,14895,73
2021-01-03,100,100.28571428571429,858,873.2857142857143,179,185.57142857142858,112,113,14957,62
2021-01-04,114,102.42857142857143,884,863.7142857142857,188,186.14285714285714,112,112.85714285714286,15066,94
2021-01-05,95,101.85714285714286,923,860.8571428571429,171,183.85714285714286,109,111.85714285714286,15191,131
2021-01-06,102,100.71428571428571,867,856.1428571428571,160,180.14285714285714,100,109.42857142857143,15330,139
